company_domain,company_name,name,title,linkedin_url,key_label,location,status,sources
datadoghq.com,Datadog,Sesh Nalla,VP of Engineering,https://linkedin.com/in/seshendranalla,accept,"New York City, United States",verified,eval_proof-form3-p
dexcom.com,Dexcom,Stacey Stewart,"Senior Vice President, Chief Information Officer, Dexcom",https://linkedin.com/in/stacey-stewart-90495b4,accept,"San Diego, United States",verified,eval_proof-form3-p
adyen.com,Adyen,Stijn van Esveld,Head of Platform Reliability,https://linkedin.com/in/stijnvanesveld,accept,Netherlands,verified,eval_proof-form3-p
gitlab.com,GitLab,Tim Zallmann,VP of Engineering,https://linkedin.com/in/tim-zallmann-505b2b4b,accept,"Austria, Austria",verified,eval_proof-form3-p
elisa.com,Elisa,Timo Hänninen,"Business Lead, Head of Cloud and Infrastructure services",https://linkedin.com/in/timo-hänninen-0b899071,accept,"Helsinki, Finland",verified,eval_proof-form3-p
adyen.com,Adyen,Tom Adams,Chief Technology Officer,https://linkedin.com/in/tom-adams-7b586a1,accept,"San Francisco, United States",verified,eval_proof-form3-p
adevinta.com,Adevinta,Tuan Kha,Group Chief Information Officer (CIO),https://linkedin.com/in/tuan-kha-87910b2,accept,"Amsterdam, Netherlands",verified,eval_proof-form3-p
elisa.com,Elisa,Veiko Koort,Head of Telco Cloud and Communication services,https://linkedin.com/in/veiko-koort-405737a4,reject:wrong-country,Estonia,verified,eval_proof-form3-p
elisa.com,Elisa,Ville Rautio,"Chief Technology and AI Officer, Elisa Corporate Customers",https://linkedin.com/in/villerautio,accept,"Helsinki, Finland",verified,eval_proof-form3-p
adevinta.com,Adevinta,Xi Wang,Head of Engineering,https://linkedin.com/in/wangxity,accept,"Netherlands, Netherlands",verified,eval_proof-form3-p
adevinta.com,Adevinta,Albert Sellarès,CTO / Global VP of Engineering (entire Adevinta group),https://linkedin.com/in/whats,accept,"Barcelona, Spain",verified,eval_proof-form3-p
draftkings.com,DraftKings Inc.,Zach Maybury,Chief Technology Officer,https://linkedin.com/in/zacharymaybury,accept,"Boston, United States",verified,eval_proof-form3-p
adevinta.com,Adevinta,Àngel Puigventós,Head of Security Operations,https://linkedin.com/in/àngel-puigventós-76a35147,accept,"Barcelona, Spain",verified,eval_proof-form3-p
