company_domain,company_name,name,title,linkedin_url,key_label,location,status,sources
colescareers.com.au,Coles Group,Orass Latif,"Director of Enterprise Technology, Digital & Data Transformation",https://linkedin.com/in/orass-latif-b627aa29,accept,"Melbourne, Australia",verified,eval_proof-mstone-p
kmart.com.au,Kmart Australia Limited,Owen O'Connor,Head of Engineering & Delivery,https://linkedin.com/in/owen-o-connor-157a4a268,accept,"Cheltenham, Australia",verified,eval_proof-mstone-p
bunnings.com.au,Bunnings,Paul Bunn,Head of Supply Chain Technology,https://linkedin.com/in/paulbunn,accept,"Melbourne, Australia",verified,eval_proof-mstone-p
blackmores.com.au,Blackmores Group,Peter Maye,Head of IT Operations,https://linkedin.com/in/peter-maye-6821056,accept,"Sydney, Australia",verified,eval_proof-mstone-p
metcashcareers.com,Metcash,Peter Mitchley-Hughes,Chief Information Officer - Total Tools and Hardware Group,https://linkedin.com/in/peter-mitchley-hughes,accept,"Melbourne, Australia",verified,eval_proof-mstone-p
harrisfarm.com.au,Harris Farm Markets,Phil Cribb,Chief Technology Officer,https://linkedin.com/in/phil-cribb-b2a1691,accept,"Homebush, Australia",verified,eval_proof-mstone-p
countryroadgroup.com.au,Country Road Group,Phil Lewis,Chief Information Officer,https://linkedin.com/in/phil-lewis-6102073,accept,"Australia, Australia",verified,eval_proof-mstone-p
aldicareers.com.au,ALDI Stores Australia,Reyner Stephens,Director of Information Technology,https://linkedin.com/in/reyner-stephens-3b14bb11b,accept,"Sydney, Australia",verified,eval_proof-mstone-p
bunnings.com.au,Bunnings,Richard Crane,Head of Data & Integration Platforms,https://linkedin.com/in/richard-crane-08757a5,accept,"Melbourne, Australia",verified,eval_proof-mstone-p
bunnings.com.au,Bunnings,Ricky White,Head of Public and Private Cloud,https://linkedin.com/in/rickywhiteaustralia,accept,"Perth, Australia",verified,eval_proof-mstone-p
harrisfarm.com.au,Harris Farm Markets,Ram Kalyanasundaram,Chief Information and Digital Officer,https://linkedin.com/in/rkalyanasundaram,accept,"Sydney, Australia",verified,eval_proof-mstone-p
bunnings.com.au,Bunnings,Rob Porzig,Head of Oracle Platforms,https://linkedin.com/in/robporzig,accept,"Perth, Australia",verified,eval_proof-mstone-p
davidjones.com.au,David Jones,Sai Namuduri,Head of AI and Data Platform,https://linkedin.com/in/sai-namuduri-a5865b58,accept,"Australia, Australia",verified,eval_proof-mstone-p
metcashcareers.com,Metcash,Samel Silva,Chief Information Officer - Wholesale and Supply Chain,https://linkedin.com/in/samel-silva-3ab4a534,accept,"Sydney, Australia",verified,eval_proof-mstone-p
colescareers.com.au,Coles Group,Saurav Sachdev,Head of Technology - Data & AI Platform,https://linkedin.com/in/saurav-sachdev-6990903a,accept,"Melbourne, Australia",verified,eval_proof-mstone-p
blackmores.com.au,Blackmores Group,Scott Grant,Engineering Director,https://linkedin.com/in/scott-grant-8288a7212,accept,"Melbourne, Australia",verified,eval_proof-mstone-p
arnotts.com,The Arnott's Group,Sean McLintock,Chief Digital & Technology Officer,https://linkedin.com/in/seanmclintock01,accept,"Sydney, Australia",verified,eval_proof-mstone-p
arnotts.com,The Arnott's Group,Shane West,Director Of Engineering,https://linkedin.com/in/shane-west-79393415,accept,"Sydney, Australia",verified,eval_proof-mstone-p
colescareers.com.au,Coles Group,Sharon Samson,Head of Technology Corporate,https://linkedin.com/in/sharonsamson,accept,"Melbourne, Australia",verified,eval_proof-mstone-p
kmart.com.au,Kmart Australia Limited,Smita S.,Head of Engineering & Delivery - Supply Chain - Kmart & Target,https://linkedin.com/in/smitasuravajjala,accept,"Melbourne, Australia",verified,eval_proof-mstone-p
bigw.com.au,BIG W,Steven Bruce,Head of Technology - Engineering,https://linkedin.com/in/steven-bruce-31b1611,accept,"Sydney, Australia",verified,eval_proof-mstone-p
bunnings.com.au,Bunnings,Steven Stockbridge,Head of Network and Communication Services,https://linkedin.com/in/steven-stockbridge-789b31103,accept,"Perth, Australia",verified,eval_proof-mstone-p
harrisfarm.com.au,Harris Farm Markets,Swechchha Boki Shrestha,Head of Technology Delivery and Transformation,https://linkedin.com/in/swechchha-boki-shrestha-2b03974,accept,"Sydney, Australia",verified,eval_proof-mstone-p
countryroadgroup.com.au,Country Road Group,Tony latella,Head of IT - Service Intergration & Management (SIAM),https://linkedin.com/in/tony-latella-20231516,accept,"Melbourne, Australia",verified,eval_proof-mstone-p
kmart.com.au,Kmart Australia Limited,Viv Da Ros,Chief Information Officer,https://linkedin.com/in/viv-da-ros-22795814,accept,"Cremorne, Australia",verified,eval_proof-mstone-p
